RG,SITE_ID,SITE_EPA_ID,SITE_NAME,SITE_STRT_ADRS1,SITE_STRT_ADRS2,SITE_CITY_NAME,SITE_STATE,SITE_ZIP_CODE,SITE_CONG_DISTRICT,SITE_CNTY_NAME,SITE_FIPS_CODE,LATITUDE,LONGITUDE,ALT_AGREEMENT,NPL,FF,NON_NPL_STATUS,FULL_ADDRESS,COORDINATES,SITE_URL
1,100380,MAD001031574,CREESE & COOK TANNERY (FORMER),55 CLINTON AVENUE,,DANVERS,MA,01923,06,ESSEX,25009.0,42.553111,-70.926722,N,Currently on the Final NPL,N,N,"55 CLINTON AVENUE, DANVERS, MA, 01923","(42.55153478552114, -70.92813358213172)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0100380
1,100392,MAD001041987,BAIRD & MCGUIRE,775 SOUTH ST,,HOLBROOK,MA,02343,08,NORFOLK,25021.0,42.149719,-71.028611,N,Currently on the Final NPL,N,N,"775 SOUTH ST, HOLBROOK, MA, 02343","(42.14996245, -71.027256)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0100392
1,102724,MAD001060805,HATHEWAY & PATTERSON,15 COUNTY ROAD,,MANSFIELD,MA,02048,04,BRISTOL,25005.0,42.038194,-71.2225,N,Deleted from the Final NPL,N,N,"15 COUNTY ROAD, MANSFIELD, MA, 02048","(40.8603645, -73.32475288165588)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0102724
1,100432,MAD001197755,WALTON & LONSBURY INC.,78 NORTH AVENUE,,ATTLEBORO,MA,02703,04,BRISTOL,25005.0,41.95777800000001,-71.296944,N,Currently on the Final NPL,N,N,"78 NORTH AVENUE, ATTLEBORO, MA, 02703","(41.95681795, -71.29756635000001)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0100432
1,100438,MAD001403104,OLIN CHEMICAL,51 EAMES ST,,WILMINGTON,MA,01887,06,MIDDLESEX,25017.0,42.528056,-71.153889,N,Currently on the Final NPL,N,N,"51 EAMES ST, WILMINGTON, MA, 01887","(42.5260287, -71.15256072615809)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0100438
1,100524,MAD051787323,IRON HORSE PARK,HIGH ST,,BILLERICA,MA,01862,06,MIDDLESEX,25017.0,42.583331,-71.26526899999998,N,Currently on the Final NPL,N,N,"HIGH ST, BILLERICA, MA, 01862","(42.5827296, -71.2732499)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0100524
1,100550,MAD062166335,"NUCLEAR METALS, INC.",2229 MAIN STREET,,CONCORD,MA,01742-3897,03,MIDDLESEX,25017.0,42.441667,-71.421944,N,Currently on the Final NPL,N,N,"2229 MAIN STREET, CONCORD, MA, 01742-3897","(42.44164715, -71.42135405785051)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0100550
1,100585,MAD079510780,CANNON ENGINEERING CORP. (CEC),FIRST ST,,BRIDGEWATER,MA,02324,09,PLYMOUTH,25023.0,41.9727,-71.0256,N,Deleted from the Final NPL,N,N,"FIRST ST, BRIDGEWATER, MA, 02324","(41.971857, -71.023331)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0100585
1,100682,MAD980520621,"RE-SOLVE, INC.",N HIXVILLE RD,,DARTMOUTH,MA,02747,09,BRISTOL,25005.0,41.688061,-71.033889,N,Currently on the Final NPL,N,N,"N HIXVILLE RD, DARTMOUTH, MA, 02747","(41.680232, -71.030592)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0100682
1,100685,MAD980520670,FORT DEVENS-SUDBURY TRAINING ANNEX,HUDSON RD,,SUDBURY,MA,01775,05,MIDDLESEX,25017.0,42.406944,-71.475278,N,Deleted from the Final NPL,Y,Y,"HUDSON RD, SUDBURY, MA, 01775","(42.391968, -71.4621647)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0100685
1,100686,MAD980520696,SUTTON BROOK DISPOSAL AREA,OFF OF SOUTH STREET,,TEWKSBURY,MA,01876,06,MIDDLESEX,25017.0,42.598222,-71.183194,N,Currently on the Final NPL,N,N,"OFF OF SOUTH STREET, TEWKSBURY, MA, 01876","(42.59781075, -71.24791740078935)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0100686
1,100726,MAD980525232,PLYMOUTH HARBOR/CANNON ENGINEERING CORP.,CORDAGE PARK,,PLYMOUTH,MA,02360,10,PLYMOUTH,25023.0,41.9796,-70.6854,N,Deleted from the Final NPL,N,N,"CORDAGE PARK, PLYMOUTH, MA, 02360","(41.9792696, -70.6886257)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0100726
1,100727,MAD980525240,SALEM ACRES,57 MARLBORO RD,,SALEM,MA,01970,06,ESSEX,25009.0,42.503,-70.9313,N,Deleted from the Final NPL,N,N,"57 MARLBORO RD, SALEM, MA, 01970","(39.4895294, -75.3263449)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0100727
1,100744,MAD980731343,SULLIVAN%27S LEDGE,HATHAWAY RD,,NEW BEDFORD,MA,02740,09,BRISTOL,25005.0,41.654719,-70.957219,N,Currently on the Final NPL,N,N,"HATHAWAY RD, NEW BEDFORD, MA, 02740","(41.6599476, -70.9456729)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0100744
1,100747,MAD980731483,PSC RESOURCES,10 WATER ST,,PALMER,MA,01069,01,HAMPDEN,25013.0,42.153331,-72.330281,N,Currently on the Final NPL,N,N,"10 WATER ST, PALMER, MA, 01069","(42.15368945, -72.32939410839452)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0100747
1,100751,MAD980732341,HOCOMONCO POND,FISHER ST,,WESTBOROUGH,MA,01581,02,WORCESTER,25027.0,42.272781,-71.65083100000003,N,Currently on the Final NPL,N,N,"FISHER ST, WESTBOROUGH, MA, 01581","(42.270915, -71.6272333)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0100751
1,106144,MAN000106144,BJAT LLC,300 FISHER STREET,,FRANKLIN,MA,02038,04,NORFOLK,25021.0,42.074417,-71.41080600000002,N,Currently on the Final NPL,N,N,"300 FISHER STREET, FRANKLIN, MA, 02038","(42.0811218, -71.4073107)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0106144
1,101713,MAD982191363,BLACKBURN & UNION PRIVILEGES,SOUTH ST.,,WALPOLE,MA,02081,08,NORFOLK,25021.0,42.138749,-71.251667,N,Currently on the Final NPL,N,N,"SOUTH ST., WALPOLE, MA, 02081","(42.124539, -71.25197)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0101713
1,100948,MAD990685422,NYANZA CHEMICAL WASTE DUMP,MEGUNKO RD,,ASHLAND,MA,01721,05,MIDDLESEX,25017.0,42.258611,-71.473611,N,Currently on the Final NPL,N,Y,"MEGUNKO RD, ASHLAND, MA, 01721","(42.259874, -71.469881)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0100948
1,101826,MA2170022022,SOUTH WEYMOUTH NAVAL AIR STATION,1134 MAIN STREET,,WEYMOUTH,MA,02190,08,NORFOLK,25021.0,42.15527700000001,-70.93347,N,Currently on the Final NPL,Y,Y,"1134 MAIN STREET, WEYMOUTH, MA, 02190","(42.16567444338467, -70.9551628517768)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0101826
1,102032,MA6170023570,NAVAL WEAPONS INDUSTRIAL RESERVE PLANT,165 HARTWELL ROAD,,BEDFORD,MA,01730,06,MIDDLESEX,25017.0,42.478889,-71.290277,N,Currently on the Final NPL,Y,Y,"165 HARTWELL ROAD, BEDFORD, MA, 01730","(42.476748, -71.287941)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0102032
1,100967,MA8570024424,HANSCOM FIELD/HANSCOM AIR FORCE BASE,HARTWELL AVENUE,,BEDFORD,MA,01730,06,MIDDLESEX,25017.0,42.470666,-71.28944399999997,N,Currently on the Final NPL,Y,Y,"HARTWELL AVENUE, BEDFORD, MA, 01730","(42.49239655, -71.27614623342981)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0100967
1,100326,MAD000192393,SILRESIM CHEMICAL CORP.,86 TANNER ST,,LOWELL,MA,01853,03,MIDDLESEX,25017.0,42.628889,-71.313889,N,Currently on the Final NPL,N,N,"86 TANNER ST, LOWELL, MA, 01853","(42.6292921609323, -71.31531054296555)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0100326
1,100350,MAD001002252,"W.R. GRACE & CO., INC. (ACTON PLANT)",50 INDEPENDENCE RD,,ACTON,MA,01720,05,MIDDLESEX,25017.0,42.45055,-71.42778100000002,N,Currently on the Final NPL,N,N,"50 INDEPENDENCE RD, ACTON, MA, 01720","(42.45254585, -71.42366195)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0100350
5,510362,MIN000510362,DSC MCLOUTH STEEL GIBRALTAR PLANT,28000 WEST JEFFERSON STREET,,GIBRALTAR,MI,48173-9736,14,WAYNE,26163.0,42.103075,-83.200292,N,Currently on the Final NPL,N,N,"28000 WEST JEFFERSON STREET, GIBRALTAR, MI, 48173-9736","(42.106235, -83.196865)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0510362
5,510389,MIN000510389,VELSICOL BURN PIT,1270 W MONROE ROAD,,ST. LOUIS,MI,48880,04,GRATIOT,26057.0,43.415842,-84.62324699999998,N,Currently on the Final NPL,N,N,"1270 W MONROE ROAD, ST. LOUIS, MI, 48880","(43.4164797, -84.62550643550205)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0510389
5,507629,MI0001119106,AIRCRAFT COMPONENTS (D & L SALES),671 NORTH SHORE DRIVE,,BENTON HARBOR,MI,49022,06,BERRIEN,26021.0,42.126944,-86.454444,N,Currently on the Final NPL,N,N,"671 NORTH SHORE DRIVE, BENTON HARBOR, MI, 49022","(42.12446711335992, -86.4547536045001)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0507629
5,502194,MID000722439,VELSICOL CHEMICAL CORP. (MICHIGAN),500 N BANKSON STREET,,ST. LOUIS,MI,48880,04,GRATIOT,26057.0,43.410561,-84.618611,N,Currently on the Final NPL,N,N,"500 N BANKSON STREET, ST. LOUIS, MI, 48880","(43.410503, -84.613788)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0502194
5,502202,MID000775957,MICHIGAN DISPOSAL SERVICE (CORK STREET LANDFILL),2800 E CORK ST,,KALAMAZOO,MI,49001,06,KALAMAZOO,26077.0,42.2545,-85.5433,N,Currently on the Final NPL,N,N,"2800 E CORK ST, KALAMAZOO, MI, 49001","(42.259466, -85.543373)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0502202
5,502220,MID002931228,ANDERSON DEVELOPMENT CO.,1415 EAST MICHIGAN STREET,,ADRIAN,MI,49221,07,LENAWEE,26091.0,41.893611,-84.017219,N,Deleted from the Final NPL,N,N,"1415 EAST MICHIGAN STREET, ADRIAN, MI, 49221","(41.89406690822694, -84.01700734430732)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0502220
5,502237,MID005068143,ELECTROVOICE,600 CECIL STREET,,BUCHANAN,MI,49107,06,BERRIEN,26021.0,41.8206,-86.3545,N,Currently on the Final NPL,N,N,"600 CECIL STREET, BUCHANAN, MI, 49107","(41.821382, -86.354709)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0502237
5,502238,MID005107222,BENDIX CORP./ALLIED AUTOMOTIVE,3737 RED ARROW HIGHWAY,,ST. JOSEPH,MI,49085,06,BERRIEN,26021.0,42.04945,-86.51195,N,Currently on the Final NPL,N,N,"3737 RED ARROW HIGHWAY, ST. JOSEPH, MI, 49085","(42.05011493877551, -86.5140761632653)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0502238
5,502254,MID005339676,MCGRAW EDISON CORP.,704 N CLARK ST,,ALBION,MI,49224,03,CALHOUN,26025.0,42.252219,-84.73306099999998,N,Currently on the Final NPL,N,N,"704 N CLARK ST, ALBION, MI, 49224","(42.25119516326531, -84.73644289795918)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0502254
5,502255,MID005340088,"ROTO-FINISH CO., INC.",3700 MILHAM ROAD,,KALAMAZOO,MI,49002,06,KALAMAZOO,26077.0,42.2292,-85.5443,N,Currently on the Final NPL,N,N,"3700 MILHAM ROAD, KALAMAZOO, MI, 49002","(42.238483, -85.500918)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0502255
5,502256,MID005341714,HI-MILL MANUFACTURING CO.,1704 E HIGHLAND RD,,HIGHLAND,MI,48356,11,OAKLAND,26125.0,42.649831,-83.593089,N,Currently on the Final NPL,N,N,"1704 E HIGHLAND RD, HIGHLAND, MI, 48356","(42.64830387455715, -83.59562098328114)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0502256
5,502310,MID005480900,NORTH BRONSON INDUSTRIAL AREA,135 INDUSTRIAL AVE,,BRONSON,MI,49028,07,BRANCH,26023.0,41.880281,-85.193339,N,Currently on the Final NPL,N,N,"135 INDUSTRIAL AVE, BRONSON, MI, 49028","(41.87962217171717, -85.19416771717172)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0502310
5,502325,MID006007306,"ALLIED PAPER, INC./PORTAGE CREEK/KALAMAZOO RIVER",320 EAST ALCOTT STREET,,KALAMAZOO,MI,49003,06,KALAMAZOO,26077.0,42.303333,-85.576083,N,Currently on the Final NPL,N,N,"320 EAST ALCOTT STREET, KALAMAZOO, MI, 49003","(42.27021604301075, -85.57852279569892)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0502325
5,502332,MID006013049,PMC GROUNDWATER,200 W LAKE ST,,PETOSKEY,MI,49770,01,EMMET,26047.0,45.37600000000001,-84.964,N,Currently on the Final NPL,N,N,"200 W LAKE ST, PETOSKEY, MI, 49770","(45.375067, -84.9627)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0502332
5,502367,MID006028062,ROCKWELL INTERNATIONAL CORP. (ALLEGAN PLANT),ONE GLASS ST,,ALLEGAN,MI,49010,06,ALLEGAN,26005.0,42.536669,-85.85,N,Currently on the Final NPL,N,N,"ONE GLASS ST, ALLEGAN, MI, 49010","(42.534651, -85.852883)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0502367
5,502369,MID006029102,"AMERICAN ANODCO, INC.",28 NORTH BEARDSLEY STREET,,IONIA,MI,48846,03,IONIA,26067.0,42.9875,-85.03,N,Currently on the Final NPL,N,N,"28 NORTH BEARDSLEY STREET, IONIA, MI, 48846","(42.98545727083334, -85.02996195833333)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0502369
5,502372,MID006030373,"BOFORS NOBEL, INC.",5025 EVANSTON AVE,,MUSKEGON,MI,49442,02,MUSKEGON,26121.0,43.209364,-86.11746,N,Currently on the Final NPL,N,N,"5025 EVANSTON AVE, MUSKEGON, MI, 49442","(43.21319603458091, -86.1135863999965)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0502372
5,502419,MID017075136,"H. BROWN CO., INC.",2200 TURNER AVENUE NORTHWEST,,GRAND RAPIDS,MI,49544,02,KENT,26081.0,43.003331,-85.67833900000002,N,Currently on the Final NPL,N,N,"2200 TURNER AVENUE NORTHWEST, GRAND RAPIDS, MI, 49544","(42.976912, -85.678349)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0502419
5,502424,MID017188673,"BARRELS, INC.",1404 NORTH LARCH STREET,,LANSING,MI,48906,08,INGHAM,26065.0,42.749031,-84.54333100000002,N,Currently on the Final NPL,N,N,"1404 NORTH LARCH STREET, LANSING, MI, 48906","(42.74765369798658, -84.54444573825504)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0502424
5,502432,MID017418559,GRAND TRAVERSE OVERALL SUPPLY CO.,10725 CHERRY BEND RD,,GREILICKVILLE,MI,49684,01,LEELANAU,26089.0,44.7944,-85.6382,N,Currently on the Final NPL,N,N,"10725 CHERRY BEND RD, GREILICKVILLE, MI, 49684","(44.793504052160955, -85.63720028017885)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0502432
5,502434,MID017422304,MCLOUTH STEEL CORP,1491 WEST JEFFERSON AVENUE,,TRENTON,MI,48183,12,WAYNE,26163.0,42.160597,-83.170906,N,Currently on the Final NPL,N,N,"1491 WEST JEFFERSON AVENUE, TRENTON, MI, 48183","(42.1385889, -83.1812047)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0502434
5,502440,MID020883609,NORTHERNAIRE PLATING,1002 6TH ST,,CADILLAC,MI,49601,04,WEXFORD,26165.0,44.265,-85.41,N,Currently on the Final NPL,N,N,"1002 6TH ST, CADILLAC, MI, 49601","(44.25979031009644, -85.42240483756997)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0502440
5,502480,MID043681840,KYSOR INDUSTRIAL CORP.,1100 WRIGHT STREET,,CADILLAC,MI,49601,04,WEXFORD,26165.0,44.2568,-85.4226,N,Currently on the Final NPL,N,N,"1100 WRIGHT STREET, CADILLAC, MI, 49601","(44.256193219154206, -85.42269036629642)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0502480
5,502486,MID044567162,"THERMO-CHEM, INC.",4331 EVANSTON AVENUE,,MUSKEGON,MI,49442,02,MUSKEGON,26121.0,43.210831,-86.136669,N,Currently on the Final NPL,N,N,"4331 EVANSTON AVENUE, MUSKEGON, MI, 49442","(43.21256893150685, -86.13949335616438)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0502486
5,502566,MID060174240,OTT/STORY/CORDOVA CHEMICAL CO.,500 AGARD RD,,DALTON TOWNSHIP,MI,49445,02,MUSKEGON,26121.0,43.303331,-86.25666899999997,N,Currently on the Final NPL,N,N,"500 AGARD RD, DALTON TOWNSHIP, MI, 49445","(43.303514, -86.261592)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0502566
5,502576,MID062222997,BUTTERWORTH #2 LANDFILL,1450 BUTTERWORTH ST SW,,GRAND RAPIDS,MI,49504,03,KENT,26081.0,42.952219,-85.700281,N,Currently on the Final NPL,N,N,"1450 BUTTERWORTH ST SW, GRAND RAPIDS, MI, 49504","(42.957909761670216, -85.70363238767014)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0502576
5,502603,MID072569510,MUSKEGON CHEMICAL CO.,1725 WARNER ST,,WHITEHALL,MI,49461,02,MUSKEGON,26121.0,43.3891,-86.334,N,Currently on the Final NPL,N,N,"1725 WARNER ST, WHITEHALL, MI, 49461","(43.39147215436242, -86.33609151006712)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0502603
5,502634,MID079300125,SPARTAN CHEMICAL CO.,2539 28TH STREET SW,,WYOMING,MI,49509,02,KENT,26081.0,42.915831,-85.72778100000002,N,Currently on the Final NPL,N,N,"2539 28TH STREET SW, WYOMING, MI, 49509","(42.9139695, -85.72836615)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0502634
5,502775,MID980504450,ALBION-SHERIDAN TOWNSHIP LANDFILL,13355 29 MILE ROAD,,ALBION,MI,49224,03,CALHOUN,26025.0,42.24955,-84.7195,N,Currently on the Final NPL,N,N,"13355 29 MILE ROAD, ALBION, MI, 49224","(42.261457, -84.7367623)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0502775
5,502793,MID980504716,DUELL & GARDNER LANDFILL,1285 E BARD RD,,DALTON TOWNSHIP,MI,49445,02,MUSKEGON,26121.0,43.319439,-86.208339,N,Deleted from the Final NPL,N,N,"1285 E BARD RD, DALTON TOWNSHIP, MI, 49445","(43.324242768000005, -86.20940227199999)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0502793
5,502802,MID980506281,GRATIOT COUNTY LANDFILL,585 EAST JACKSON ROAD,,ST. LOUIS,MI,48880,04,GRATIOT,26057.0,43.395,-84.595281,N,Currently on the Final NPL,N,N,"585 EAST JACKSON ROAD, ST. LOUIS, MI, 48880","(38.58295623654595, -90.3422478582253)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0502802
5,502819,MID980506562,METAMORA LANDFILL,1636 DRYDEN ROAD,,METAMORA,MI,48455,10,LAPEER,26087.0,42.94695,-83.274439,N,Currently on the Final NPL,N,N,"1636 DRYDEN ROAD, METAMORA, MI, 48455","(42.94172892307692, -83.2781877948718)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0502819
5,502845,MID980608780,SOUTHWEST OTTAWA COUNTY LANDFILL,2901 N 160TH AVE,,PARK TOWNSHIP,MI,49424,02,OTTAWA,26139.0,42.820419,-86.18521899999998,N,Currently on the Final NPL,N,N,"2901 N 160TH AVE, PARK TOWNSHIP, MI, 49424","(43.694746738255034, -86.15802660402684)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0502845
5,502993,MID980701254,WHITEHALL MUNICIPAL WELLS,718 EAST COLBY,,WHITEHALL,MI,49461,02,MUSKEGON,26121.0,43.412219,-86.328889,N,Deleted from the Final NPL,N,N,"718 EAST COLBY, WHITEHALL, MI, 49461","(43.40952842857143, -86.33656659183674)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0502993
5,503000,MID980703011,STURGIS MUNICIPAL WELLS,505 W CHICAGO ROAD,,STURGIS,MI,49091,06,ST. JOSEPH,26149.0,41.7988,-85.4256,N,Currently on the Final NPL,N,N,"505 W CHICAGO ROAD, STURGIS, MI, 49091","(41.798475, -85.425978)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0503000
5,503006,MID980791461,AVENUE %22E%22 GROUND WATER CONTAMINATION,AVENUE E,,TRAVERSE CITY,MI,49684,01,GRAND TRAVERSE,26055.0,44.750719,-85.5775,N,Deleted from the Final NPL,N,N,"AVENUE E, TRAVERSE CITY, MI, 49684","(44.7512614, -85.5703021)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0503006
5,503012,MID980794382,"AUTO ION CHEMICALS, INC.",74 MILL STREET,,KALAMAZOO,MI,49006,06,KALAMAZOO,26077.0,42.293889,-85.567219,N,Currently on the Final NPL,N,N,"74 MILL STREET, KALAMAZOO, MI, 49006","(42.28808288991542, -85.41811300997426)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0503012
5,503013,MID980794390,CHARLEVOIX MUNICIPAL WELL,LAKE SHORE DRIVE,,CHARLEVOIX,MI,49720,01,CHARLEVOIX,26029.0,45.317781,-85.266669,N,Deleted from the Final NPL,N,N,"LAKE SHORE DRIVE, CHARLEVOIX, MI, 49720","(45.30303, -85.323307)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0503013
5,503014,MID980794408,HEDBLUM INDUSTRIES,1000 AUSABLE RD,,OSCODA,MI,48750,05,IOSCO,26069.0,44.4113,-83.3469,N,Currently on the Final NPL,N,N,"1000 AUSABLE RD, OSCODA, MI, 48750","(44.4511317, -83.3269009)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0503014
5,503015,MID980794416,IONIA CITY LANDFILL,CLEVELAND STREET,,IONIA,MI,48846,03,IONIA,26067.0,42.976669,-85.046111,N,Currently on the Final NPL,N,N,"CLEVELAND STREET, IONIA, MI, 48846","(42.9737874, -85.0466916)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0503015
5,503021,MID980794481,SPIEGELBERG LANDFILL,SPICER RD,,GREEN OAK TOWNSHIP,MI,48116,08,LIVINGSTON,26093.0,42.454169,-83.77221899999998,N,Deleted from the Final NPL,N,N,"SPICER RD, GREEN OAK TOWNSHIP, MI, 48116","(42.4563865, -83.7798499)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0503021
5,503169,MID980992952,METAL WORKING SHOP,REYNOLDS ROAD,,LAKE ANN,MI,49650,01,BENZIE,26019.0,44.73,-85.8575,N,Deleted from the Final NPL,N,N,"REYNOLDS ROAD, LAKE ANN, MI, 49650","(44.7426974, -85.8565486)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0503169
5,503350,MID981089915,KENT CITY MOBILE HOME PARK,135 SOUTH MAIN STREET,,KENT CITY,MI,49330,03,KENT,26081.0,43.216669,-85.753331,N,Deleted from the Final NPL,N,N,"135 SOUTH MAIN STREET, KENT CITY, MI, 49330","(43.217527, -85.751267)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0503350
5,503364,MID981092935,BAY CITY MIDDLEGROUNDS,800 EVERGREEN DRIVE,,BAY CITY,MI,48706,10,BAY,26017.0,43.572083,-83.90722199999998,N,Proposed for NPL,N,N,"800 EVERGREEN DRIVE, BAY CITY, MI, 48706","(43.57634714609573, -83.90349309498579)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0503364
5,503649,MID990858003,"ORGANIC CHEMICALS, INC.",3291 CHICAGO DRIVE SOUTHWEST,,GRANDVILLE,MI,49418,03,KENT,26081.0,42.9178,-85.7475,N,Currently on the Final NPL,N,N,"3291 CHICAGO DRIVE SOUTHWEST, GRANDVILLE, MI, 49418","(42.90457, -85.781648)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0503649
5,504009,MN3170022914,NAVAL INDUSTRIAL RESERVE ORDNANCE PLANT,4800 E RIVER RD,,FRIDLEY,MN,55421,05,ANOKA,27003.0,45.058831,-93.273669,N,Currently on the Final NPL,Y,Y,"4800 E RIVER RD, FRIDLEY, MN, 55421","(45.1176796, -93.28399)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0504009
5,503678,MND000245795,PINE BEND SANITARY LANDFILL,2495 E 117TH ST,,DAKOTA COUNTY,MN,55075,02,DAKOTA,27037.0,44.784719,-93.05055,N,Deleted from the Final NPL,N,N,"2495 E 117TH ST, DAKOTA COUNTY, MN, 55075","(44.793797021022044, -93.24165651373332)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0503678
5,503695,MND000819359,KOPPERS COKE,1000 N HAMLINE AVENUE,,ST. PAUL,MN,55104,04,RAMSEY,27123.0,44.972219,-93.152781,N,Currently on the Final NPL,N,N,"1000 N HAMLINE AVENUE, ST. PAUL, MN, 55104","(44.96818021212121, -93.15670902020202)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0503695
5,503722,MND006192694,MACGILLIS & GIBBS CO./BELL LUMBER & POLE CO.,440 5TH AVE NW,,NEW BRIGHTON,MN,55112,04,RAMSEY,27123.0,45.055,-93.194731,N,Currently on the Final NPL,N,N,"440 5TH AVE NW, NEW BRIGHTON, MN, 55112","(45.05672547983871, -93.19312494354838)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0503722
5,503738,MND006481543,FMC CORP. (FRIDLEY PLANT),4800 E RIVER RD,,FRIDLEY,MN,55421,05,ANOKA,27003.0,45.0565,-93.2762,N,Currently on the Final NPL,N,N,"4800 E RIVER RD, FRIDLEY, MN, 55421","(45.1176796, -93.28399)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0503738
